x,r,b,b_prime_fd,b_prime_exact,rho_fd,rho_exact,p_radial,nec_fd,nec_exact
1.71050000000000013e+00,1.71050000000000013e+00,7.64607336373773872e-01,-2.23506554122799628e-01,-2.23504044540711433e-01,-3.03951468675043050e-03,-3.03948055839278752e-03,-6.07896111678557505e-03,-9.11847580353600598e-03,-9.11844167517836257e-03
1.71775000000000011e+00,1.71775000000000011e+00,7.62992065019158949e-01,-2.22093017027091832e-01,-2.22090544322270100e-01,-2.99485037587641709e-03,-2.99481703227532595e-03,-5.98963406455065017e-03,-8.98448444042706726e-03,-8.98445109682597526e-03
1.72500000000000009e+00,1.72500000000000009e+00,7.61386987626881062e-01,-2.20694316992940287e-01,-2.20691880471559715e-01,-2.95102637779593542e-03,-2.95099379771429984e-03,-5.90198759542859795e-03,-8.85301397322453380e-03,-8.85298139314289780e-03
1.73225000000000007e+00,1.73225000000000007e+00,7.59791997422761267e-01,-2.19310236900639666e-01,-2.19307835884762936e-01,-2.90802345013859527e-03,-2.90799161299969871e-03,-5.81598322599939828e-03,-8.72400667613799398e-03,-8.72397483899909655e-03
1.73950000000000005e+00,1.73950000000000005e+00,7.58206989191821834e-01,-2.17940563698498124e-01,-2.17938197525674560e-01,-2.86582286912044799e-03,-2.86579175498513031e-03,-5.73158350997026063e-03,-8.59740637909070862e-03,-8.59737526495539181e-03
1.74675000000000002e+00,1.74675000000000002e+00,7.56631859249133121e-01,-2.16585088310118579e-01,-2.16582756332942078e-01,-2.82440641348511400e-03,-2.82437600302913681e-03,-5.64875200605827361e-03,-8.47315841954338761e-03,-8.47312800908741129e-03
1.75400000000000000e+00,1.75400000000000000e+00,7.55066505411325140e-01,-2.15243605544102934e-01,-2.15241307129796222e-01,-2.78375634900534163e-03,-2.78372662349780442e-03,-5.56745324699560971e-03,-8.35120959600095178e-03,-8.35117987049341370e-03
1.76124999999999998e+00,1.76124999999999998e+00,7.53510826968743608e-01,-2.13915914006157948e-01,-2.13913648536194073e-01,-2.74385541352389689e-03,-2.74382635480681413e-03,-5.48765270961362826e-03,-8.23150812313752471e-03,-8.23147906442044282e-03
1.76849999999999996e+00,1.76849999999999996e+00,7.51964724658235828e-01,-2.12601816013560097e-01,-2.12599582883301053e-01,-2.70468680251332054e-03,-2.70465839298205096e-03,-5.40931678596410191e-03,-8.11400358847742288e-03,-8.11397517894615200e-03
1.77574999999999994e+00,1.77574999999999994e+00,7.50428100636546969e-01,-2.11301117511951020e-01,-2.11298916130239905e-01,-2.66623415513504627e-03,-2.66620637771874209e-03,-5.33241275543748332e-03,-7.99864691057252872e-03,-7.99861913315622584e-03
